date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-12-02,SKU0053,68,155,30.0,134
2024-12-09,SKU0053,68,161,30.0,134
2024-12-16,SKU0053,88,152,30.0,134
2024-12-23,SKU0053,82,267,30.0,134
2024-12-30,SKU0053,87,292,30.0,134
2025-01-06,SKU0053,76,254,30.0,134
2025-01-13,SKU0053,101,195,30.0,134
2025-01-20,SKU0053,124,172,30.0,134
2025-01-27,SKU0053,144,244,30.0,134
2025-02-03,SKU0053,164,208,30.0,134
2025-02-10,SKU0053,186,284,30.0,134
2025-02-17,SKU0053,166,119,30.0,134
2025-02-24,SKU0053,140,0,30.0,134
2025-03-03,SKU0053,151,175,30.0,134
2025-03-10,SKU0053,102,109,30.0,134
2025-03-17,SKU0053,106,180,30.0,134
2025-03-24,SKU0053,152,212,30.0,134
2025-03-31,SKU0053,102,141,30.0,134
2025-04-07,SKU0053,121,214,30.0,134
2025-04-14,SKU0053,111,269,30.0,134
2025-04-21,SKU0053,156,288,30.0,134
2025-04-28,SKU0053,101,111,30.0,134
2025-05-05,SKU0053,88,221,30.0,134
2025-05-12,SKU0053,53,152,30.0,134
2025-05-19,SKU0053,90,281,30.0,134
2025-05-26,SKU0053,145,288,30.0,134
2025-06-02,SKU0053,138,105,30.0,134
2025-06-09,SKU0053,94,101,30.0,134
2025-06-16,SKU0053,124,242,30.0,134
2025-06-23,SKU0053,172,245,30.0,134
2025-06-30,SKU0053,164,193,30.0,134
2025-07-07,SKU0053,133,127,30.0,134
2025-07-14,SKU0053,149,251,30.0,134
2025-07-21,SKU0053,126,103,30.0,134
2025-07-28,SKU0053,108,244,30.0,134
2025-08-04,SKU0053,100,170,30.0,134
2025-08-11,SKU0053,120,297,30.0,134
2025-08-18,SKU0053,140,171,30.0,134
2025-08-25,SKU0053,184,225,30.0,134
2025-09-01,SKU0053,201,243,30.0,134
2025-09-08,SKU0053,163,162,30.0,134
2025-09-15,SKU0053,198,231,30.0,134
2025-09-22,SKU0053,142,119,30.0,134
2025-09-29,SKU0053,116,205,30.0,134
2025-10-06,SKU0053,158,255,30.0,134
2025-10-13,SKU0053,189,202,30.0,134
2025-10-20,SKU0053,170,201,30.0,134
2025-10-27,SKU0053,190,190,30.0,134
2025-11-03,SKU0053,174,0,30.0,134
2025-11-10,SKU0053,162,0,30.0,134
2025-11-17,SKU0053,125,198,30.0,134
2025-11-24,SKU0053,81,125,30.0,134
2025-12-01,SKU0053,148,296,30.0,134
2025-12-08,SKU0053,140,171,30.0,134
2025-12-15,SKU0053,162,154,30.0,134
2025-12-22,SKU0053,175,214,,134
2025-12-29,SKU0053,157,0,30.0,134
2024-01-01,SKU0054,262,0,21.0,95
2024-01-08,SKU0054,239,0,21.0,95
2024-01-15,SKU0054,173,0,21.0,95
2024-01-22,SKU0054,141,0,21.0,95
2024-01-29,SKU0054,135,169,21.0,95
2024-02-05,SKU0054,117,0,21.0,95
2024-02-12,SKU0054,120,262,21.0,95
2024-02-19,SKU0054,104,270,21.0,95
2024-02-26,SKU0054,82,171,21.0,95
2024-03-04,SKU0054,112,210,21.0,95
2024-03-11,SKU0054,100,0,21.0,95
2024-03-18,SKU0054,58,135,21.0,95
2024-03-25,SKU0054,71,177,21.0,95
2024-04-01,SKU0054,35,119,21.0,95
2024-04-08,SKU0054,38,129,21.0,95
2024-04-15,SKU0054,71,239,21.0,95
2024-04-22,SKU0054,62,207,21.0,95
2024-04-29,SKU0054,45,150,21.0,95
2024-05-06,SKU0054,107,259,21.0,95
2024-05-13,SKU0054,137,216,21.0,95
2024-05-20,SKU0054,100,0,21.0,95
2024-05-27,SKU0054,101,160,21.0,95
2024-06-03,SKU0054,91,211,21.0,95
2024-06-10,SKU0054,62,123,21.0,95
2024-06-17,SKU0054,70,160,21.0,95
2024-06-24,SKU0054,73,246,21.0,95
2024-07-01,SKU0054,38,129,21.0,95
2024-07-08,SKU0054,40,134,21.0,95
2024-07-15,SKU0054,52,164,21.0,95
2024-07-22,SKU0054,64,162,21.0,95
2024-07-29,SKU0054,86,200,21.0,95
2024-08-05,SKU0054,37,124,21.0,95
2024-08-12,SKU0054,69,233,21.0,95
2024-08-19,SKU0054,129,280,21.0,95
2024-08-26,SKU0054,107,0,21.0,95
2024-09-02,SKU0054,126,127,21.0,95
2024-09-09,SKU0054,113,0,21.0,95
2024-09-16,SKU0054,128,265,21.0,95
2024-09-23,SKU0054,98,0,21.0,95
2024-09-30,SKU0054,82,210,21.0,95
2024-10-07,SKU0054,97,105,21.0,95
2024-10-14,SKU0054,89,218,21.0,95
2024-10-21,SKU0054,89,217,21.0,95
2024-10-28,SKU0054,122,267,21.0,95
2024-11-04,SKU0054,104,0,21.0,95
2024-11-11,SKU0054,146,270,21.0,95
2024-11-18,SKU0054,126,143,21.0,95
2024-11-25,SKU0054,109,0,21.0,95
2024-12-02,SKU0054,103,255,21.0,95
2024-12-09,SKU0054,130,167,21.0,95
2024-12-16,SKU0054,112,0,21.0,95
2024-12-23,SKU0054,174,297,21.0,95
2024-12-30,SKU0054,156,262,21.0,95
2025-01-06,SKU0054,124,0,21.0,95
2025-01-13,SKU0054,135,198,21.0,95
2025-01-20,SKU0054,123,0,21.0,95
2025-01-27,SKU0054,100,117,21.0,95
2025-02-03,SKU0054,93,167,21.0,95
2025-02-10,SKU0054,117,268,21.0,95
2025-02-17,SKU0054,108,139,21.0,95
2025-02-24,SKU0054,126,123,21.0,95
2025-03-03,SKU0054,111,254,21.0,95
2025-03-10,SKU0054,116,195,21.0,95
2025-03-17,SKU0054,64,159,21.0,95
2025-03-24,SKU0054,113,234,21.0,95
2025-03-31,SKU0054,86,213,21.0,95
2025-04-07,SKU0054,145,283,21.0,95
2025-04-14,SKU0054,123,0,21.0,95
2025-04-21,SKU0054,99,205,21.0,95
2025-04-28,SKU0054,78,167,21.0,95
2025-05-05,SKU0054,106,209,21.0,95
2025-05-12,SKU0054,79,216,21.0,95
2025-05-19,SKU0054,104,190,21.0,95
2025-05-26,SKU0054,61,149,21.0,95
2025-06-02,SKU0054,87,150,21.0,95
2025-06-09,SKU0054,38,106,21.0,95
2025-06-16,SKU0054,52,175,21.0,95
2025-06-23,SKU0054,109,277,21.0,95
2025-06-30,SKU0054,117,202,21.0,95
2025-07-07,SKU0054,60,115,21.0,95
2025-07-14,SKU0054,75,253,21.0,95
2025-07-21,SKU0054,137,258,21.0,95
2025-07-28,SKU0054,114,0,21.0,95
2025-08-04,SKU0054,72,185,21.0,95
2025-08-11,SKU0054,91,154,21.0,95
2025-08-18,SKU0054,74,126,21.0,95
2025-08-25,SKU0054,81,272,21.0,95
2025-09-01,SKU0054,78,207,21.0,95
2025-09-08,SKU0054,59,183,21.0,95
2025-09-15,SKU0054,66,151,21.0,95
2025-09-22,SKU0054,59,197,21.0,95
2025-09-29,SKU0054,65,139,21.0,95
2025-10-06,SKU0054,85,284,21.0,95
2025-10-13,SKU0054,72,120,21.0,95
2025-10-20,SKU0054,66,222,21.0,95
2025-10-27,SKU0054,54,148,21.0,95
2025-11-03,SKU0054,72,232,21.0,95
2025-11-10,SKU0054,74,188,21.0,95
2025-11-17,SKU0054,62,104,21.0,95
2025-11-24,SKU0054,90,221,21.0,95
2025-12-01,SKU0054,58,123,21.0,95
2025-12-08,SKU0054,73,168,21.0,95
2025-12-15,SKU0054,73,163,21.0,95
2025-12-22,SKU0054,59,156,21.0,95
2025-12-29,SKU0054,133,282,21.0,95
2024-01-01,SKU0055,280,0,21.0,32
2024-01-08,SKU0055,229,0,21.0,32
2024-01-15,SKU0055,142,0,21.0,32
2024-01-22,SKU0055,109,0,21.0,32
2024-01-29,SKU0055,96,0,21.0,32
2024-02-05,SKU0055,52,0,21.0,32
2024-02-12,SKU0055,57,154,21.0,32
2024-02-19,SKU0055,44,147,21.0,32
2024-02-26,SKU0055,81,245,21.0,32
2024-03-04,SKU0055,57,193,21.0,32
2024-03-11,SKU0055,76,254,21.0,32
2024-03-18,SKU0055,52,176,21.0,32
2024-03-25,SKU0055,36,121,21.0,32
2024-04-01,SKU0055,36,122,21.0,32
2024-04-08,SKU0055,65,217,21.0,32
2024-04-15,SKU0055,54,0,21.0,32
2024-04-22,SKU0055,50,167,21.0,32
2024-04-29,SKU0055,60,203,21.0,32
2024-05-06,SKU0055,40,0,21.0,32
2024-05-13,SKU0055,44,148,21.0,32
2024-05-20,SKU0055,56,188,21.0,32
2024-05-27,SKU0055,114,288,21.0,32
2024-06-03,SKU0055,67,0,21.0,32
2024-06-10,SKU0055,58,194,21.0,32
2024-06-17,SKU0055,61,205,21.0,32
2024-06-24,SKU0055,75,253,21.0,32
2024-07-01,SKU0055,52,0,21.0,32
2024-07-08,SKU0055,67,161,21.0,32
2024-07-15,SKU0055,91,294,21.0,32
2024-07-22,SKU0055,61,206,21.0,32
2024-07-29,SKU0055,50,0,21.0,32
2024-08-05,SKU0055,56,189,21.0,32
2024-08-12,SKU0055,36,123,21.0,32
2024-08-19,SKU0055,71,239,21.0,32
2024-08-26,SKU0055,42,140,21.0,32
2024-09-02,SKU0055,81,272,21.0,32
2024-09-09,SKU0055,67,0,21.0,32
2024-09-16,SKU0055,97,231,21.0,32
2024-09-23,SKU0055,48,0,21.0,32
2024-09-30,SKU0055,57,131,21.0,32
2024-10-07,SKU0055,112,290,21.0,32
2024-10-14,SKU0055,78,194,21.0,32
2024-10-21,SKU0055,45,110,21.0,32
2024-10-28,SKU0055,53,178,21.0,32
2024-11-04,SKU0055,43,144,21.0,32
2024-11-11,SKU0055,50,105,21.0,32
2024-11-18,SKU0055,64,109,21.0,32
2024-11-25,SKU0055,69,150,21.0,32
2024-12-02,SKU0055,58,196,21.0,32
2024-12-09,SKU0055,41,0,21.0,32
2024-12-16,SKU0055,52,175,21.0,32
2024-12-23,SKU0055,43,145,21.0,32
2024-12-30,SKU0055,67,174,,32
2025-01-06,SKU0055,87,272,21.0,32
2025-01-13,SKU0055,68,0,21.0,32
2025-01-20,SKU0055,86,288,21.0,32
2025-01-27,SKU0055,36,0,21.0,32
2025-02-03,SKU0055,31,106,21.0,32
2025-02-10,SKU0055,74,232,21.0,32
2025-02-17,SKU0055,60,0,21.0,32
2025-02-24,SKU0055,44,0,21.0,32
2025-03-03,SKU0055,69,233,21.0,32
2025-03-10,SKU0055,103,298,21.0,32
2025-03-17,SKU0055,51,0,21.0,32
2025-03-24,SKU0055,102,291,21.0,32
2025-03-31,SKU0055,85,0,21.0,32
2025-04-07,SKU0055,64,0,21.0,32
2025-04-14,SKU0055,61,129,21.0,32
2025-04-21,SKU0055,77,169,21.0,32
2025-04-28,SKU0055,71,173,21.0,32
2025-05-05,SKU0055,81,272,21.0,32
2025-05-12,SKU0055,61,114,21.0,32
2025-05-19,SKU0055,75,253,21.0,32
2025-05-26,SKU0055,43,146,21.0,32
2025-06-02,SKU0055,86,284,21.0,32
2025-06-09,SKU0055,87,230,21.0,32
2025-06-16,SKU0055,53,178,21.0,32
2025-06-23,SKU0055,61,206,21.0,32
2025-06-30,SKU0055,42,0,,32
2025-07-07,SKU0055,73,246,21.0,32
2025-07-14,SKU0055,44,127,21.0,32
2025-07-21,SKU0055,79,244,21.0,32
2025-07-28,SKU0055,90,265,21.0,32
2025-08-04,SKU0055,72,240,21.0,32
2025-08-11,SKU0055,84,221,21.0,32
2025-08-18,SKU0055,70,0,21.0,32
2025-08-25,SKU0055,50,0,21.0,32
2025-09-01,SKU0055,79,264,21.0,32
2025-09-08,SKU0055,64,207,21.0,32
2025-09-15,SKU0055,59,198,21.0,32
2025-09-22,SKU0055,43,101,21.0,32
2025-09-29,SKU0055,33,0,21.0,32
2025-10-06,SKU0055,80,269,21.0,32
2025-10-13,SKU0055,58,0,21.0,32
2025-10-20,SKU0055,56,134,21.0,32
2025-10-27,SKU0055,40,0,21.0,32
2025-11-03,SKU0055,50,167,21.0,32
2025-11-10,SKU0055,73,201,21.0,32
2025-11-17,SKU0055,38,0,21.0,32
2025-11-24,SKU0055,33,111,21.0,32
2025-12-01,SKU0055,71,190,21.0,32
2025-12-08,SKU0055,74,217,21.0,32
2025-12-15,SKU0055,54,177,21.0,32
2025-12-22,SKU0055,58,194,21.0,32
2025-12-29,SKU0055,37,0,21.0,32
2024-01-01,SKU0056,174,0,7.0,73
2024-01-08,SKU0056,81,0,7.0,73
2024-01-15,SKU0056,45,153,7.0,73
2024-01-22,SKU0056,68,229,7.0,73
2024-01-29,SKU0056,95,206,7.0,73
2024-02-05,SKU0056,82,0,7.0,73
2024-02-12,SKU0056,56,184,7.0,73
2024-02-19,SKU0056,66,223,7.0,73
2024-02-26,SKU0056,75,253,7.0,73
2024-03-04,SKU0056,49,145,7.0,73
2024-03-11,SKU0056,78,262,7.0,73
2024-03-18,SKU0056,82,115,7.0,73
2024-03-25,SKU0056,107,281,7.0,73
2024-04-01,SKU0056,51,137,7.0,73
2024-04-08,SKU0056,95,203,7.0,73
2024-04-15,SKU0056,151,299,7.0,73
2024-04-22,SKU0056,131,0,7.0,73
2024-04-29,SKU0056,87,0,7.0,73
2024-05-06,SKU0056,84,282,7.0,73
2024-05-13,SKU0056,75,253,7.0,73
2024-05-20,SKU0056,126,265,7.0,73
2024-05-27,SKU0056,108,216,7.0,73
2024-06-03,SKU0056,130,299,7.0,73
2024-06-10,SKU0056,137,236,7.0,73
2024-06-17,SKU0056,89,0,7.0,73
2024-06-24,SKU0056,83,184,7.0,73
2024-07-01,SKU0056,66,221,7.0,73
2024-07-08,SKU0056,41,137,7.0,73
2024-07-15,SKU0056,85,285,7.0,73
2024-07-22,SKU0056,110,158,7.0,73
2024-07-29,SKU0056,115,279,7.0,73
2024-08-05,SKU0056,84,137,7.0,73
2024-08-12,SKU0056,120,298,,73
2024-08-19,SKU0056,67,146,7.0,73
2024-08-26,SKU0056,97,246,7.0,73
2024-09-02,SKU0056,81,136,7.0,73
2024-09-09,SKU0056,92,211,7.0,73
2024-09-16,SKU0056,117,202,7.0,73
2024-09-23,SKU0056,129,202,7.0,73
2024-09-30,SKU0056,97,0,7.0,73
2024-10-07,SKU0056,99,188,7.0,73
2024-10-14,SKU0056,63,160,7.0,73
2024-10-21,SKU0056,76,195,7.0,73
2024-10-28,SKU0056,77,176,7.0,73
2024-11-04,SKU0056,74,125,7.0,73
2024-11-11,SKU0056,84,252,7.0,73
2024-11-18,SKU0056,124,193,7.0,73
2024-11-25,SKU0056,100,204,7.0,73
2024-12-02,SKU0056,88,0,7.0,73
2024-12-09,SKU0056,74,108,7.0,73
2024-12-16,SKU0056,132,295,7.0,73
2024-12-23,SKU0056,69,101,7.0,73
2024-12-30,SKU0056,43,145,7.0,73
2025-01-06,SKU0056,35,118,7.0,73
2025-01-13,SKU0056,58,194,7.0,73
2025-01-20,SKU0056,48,160,7.0,73
2025-01-27,SKU0056,72,241,7.0,73
2025-02-03,SKU0056,128,279,7.0,73
2025-02-10,SKU0056,91,0,7.0,73
2025-02-17,SKU0056,112,193,7.0,73
2025-02-24,SKU0056,131,224,7.0,73
2025-03-03,SKU0056,87,184,7.0,73
2025-03-10,SKU0056,115,299,7.0,73
2025-03-17,SKU0056,81,0,7.0,73
2025-03-24,SKU0056,88,160,7.0,73
2025-03-31,SKU0056,96,138,7.0,73
2025-04-07,SKU0056,57,139,7.0,73
2025-04-14,SKU0056,82,274,7.0,73
2025-04-21,SKU0056,45,135,7.0,73
2025-04-28,SKU0056,89,185,7.0,73
2025-05-05,SKU0056,110,151,7.0,73
2025-05-12,SKU0056,121,272,7.0,73
2025-05-19,SKU0056,88,0,7.0,73
2025-05-26,SKU0056,61,156,7.0,73
2025-06-02,SKU0056,70,167,7.0,73
2025-06-09,SKU0056,59,195,7.0,73
2025-06-16,SKU0056,91,184,7.0,73
2025-06-23,SKU0056,79,102,7.0,73
2025-06-30,SKU0056,63,193,7.0,73
2025-07-07,SKU0056,41,139,7.0,73
2025-07-14,SKU0056,32,109,7.0,73
2025-07-21,SKU0056,84,280,7.0,73
2025-07-28,SKU0056,70,152,7.0,73
2025-08-04,SKU0056,72,181,7.0,73
2025-08-11,SKU0056,48,161,7.0,73
2025-08-18,SKU0056,86,244,7.0,73
2025-08-25,SKU0056,55,185,7.0,73
2025-09-01,SKU0056,90,222,7.0,73
2025-09-08,SKU0056,103,222,7.0,73
2025-09-15,SKU0056,106,150,7.0,73
2025-09-22,SKU0056,130,229,7.0,73
2025-09-29,SKU0056,78,137,7.0,73
2025-10-06,SKU0056,92,136,7.0,73
2025-10-13,SKU0056,71,164,7.0,73
2025-10-20,SKU0056,129,248,7.0,73
2025-10-27,SKU0056,89,194,7.0,73
2025-11-03,SKU0056,91,202,7.0,73
2025-11-10,SKU0056,55,184,7.0,73
2025-11-17,SKU0056,77,221,7.0,73
2025-11-24,SKU0056,57,190,7.0,73
2025-12-01,SKU0056,45,153,7.0,73
2025-12-08,SKU0056,51,173,7.0,73
2025-12-15,SKU0056,64,215,7.0,73
2025-12-22,SKU0056,104,255,7.0,73
2025-12-29,SKU0056,152,284,7.0,73
2024-01-01,SKU0057,136,0,21.0,84
2024-01-08,SKU0057,116,0,21.0,84
2024-01-15,SKU0057,75,155,21.0,84
2024-01-22,SKU0057,114,175,21.0,84
2024-01-29,SKU0057,96,257,21.0,84
2024-02-05,SKU0057,149,262,21.0,84
2024-02-12,SKU0057,124,0,21.0,84
2024-02-19,SKU0057,95,111,21.0,84
2024-02-26,SKU0057,85,0,21.0,84
2024-03-04,SKU0057,114,223,21.0,84
2024-03-11,SKU0057,131,261,21.0,84
2024-03-18,SKU0057,120,231,21.0,84
2024-03-25,SKU0057,97,213,21.0,84
2024-04-01,SKU0057,68,166,21.0,84
2024-04-08,SKU0057,48,143,21.0,84
2024-04-15,SKU0057,93,186,21.0,84
2024-04-22,SKU0057,73,162,21.0,84
2024-04-29,SKU0057,42,143,21.0,84
2024-05-06,SKU0057,36,120,21.0,84
2024-05-13,SKU0057,76,255,21.0,84
2024-05-20,SKU0057,71,214,21.0,84
2024-05-27,SKU0057,80,102,21.0,84
2024-06-03,SKU0057,78,260,21.0,84
2024-06-10,SKU0057,128,242,21.0,84
2024-06-17,SKU0057,98,0,21.0,84
2024-06-24,SKU0057,120,175,21.0,84
2024-07-01,SKU0057,126,276,21.0,84
2024-07-08,SKU0057,95,0,21.0,84
2024-07-15,SKU0057,71,228,21.0,84
2024-07-22,SKU0057,136,250,21.0,84
2024-07-29,SKU0057,110,0,21.0,84
2024-08-05,SKU0057,99,0,21.0,84
2024-08-12,SKU0057,110,210,21.0,84
2024-08-19,SKU0057,114,134,21.0,84
2024-08-26,SKU0057,91,0,21.0,84
2024-09-02,SKU0057,56,125,21.0,84
2024-09-09,SKU0057,42,143,21.0,84
2024-09-16,SKU0057,50,168,21.0,84
2024-09-23,SKU0057,53,178,21.0,84
2024-09-30,SKU0057,32,109,21.0,84
2024-10-07,SKU0057,74,249,21.0,84
2024-10-14,SKU0057,60,202,21.0,84
2024-10-21,SKU0057,41,138,21.0,84
2024-10-28,SKU0057,87,292,21.0,84
2024-11-04,SKU0057,87,293,21.0,84
2024-11-11,SKU0057,149,293,21.0,84
2024-11-18,SKU0057,125,192,21.0,84
2024-11-25,SKU0057,83,141,21.0,84
2024-12-02,SKU0057,96,247,21.0,84
2024-12-09,SKU0057,81,273,21.0,84
2024-12-16,SKU0057,87,181,21.0,84
2024-12-23,SKU0057,133,272,21.0,84
2024-12-30,SKU0057,110,0,21.0,84
2025-01-06,SKU0057,92,235,21.0,84
2025-01-13,SKU0057,71,183,21.0,84
2025-01-20,SKU0057,91,194,21.0,84
2025-01-27,SKU0057,134,188,21.0,84
2025-02-03,SKU0057,79,139,21.0,84
2025-02-10,SKU0057,137,244,21.0,84
2025-02-17,SKU0057,111,0,21.0,84
2025-02-24,SKU0057,138,265,21.0,84
2025-03-03,SKU0057,84,0,21.0,84
2025-03-10,SKU0057,48,160,21.0,84
2025-03-17,SKU0057,47,158,21.0,84
2025-03-24,SKU0057,40,135,21.0,84
2025-03-31,SKU0057,77,258,21.0,84
2025-04-07,SKU0057,58,195,21.0,84
2025-04-14,SKU0057,39,131,21.0,84
2025-04-21,SKU0057,48,160,21.0,84
2025-04-28,SKU0057,115,287,21.0,84
2025-05-05,SKU0057,103,0,21.0,84
2025-05-12,SKU0057,53,106,21.0,84
2025-05-19,SKU0057,69,154,21.0,84
2025-05-26,SKU0057,78,206,21.0,84
2025-06-02,SKU0057,102,224,21.0,84
2025-06-09,SKU0057,132,292,21.0,84
2025-06-16,SKU0057,86,163,21.0,84
2025-06-23,SKU0057,72,242,21.0,84
2025-06-30,SKU0057,95,147,21.0,84
2025-07-07,SKU0057,108,200,21.0,84
2025-07-14,SKU0057,117,216,21.0,84
2025-07-21,SKU0057,90,227,21.0,84
2025-07-28,SKU0057,57,159,21.0,84
2025-08-04,SKU0057,80,166,21.0,84
2025-08-11,SKU0057,91,237,21.0,84
2025-08-18,SKU0057,141,258,21.0,84
2025-08-25,SKU0057,90,0,21.0,84
2025-09-01,SKU0057,126,197,21.0,84
2025-09-08,SKU0057,84,0,21.0,84
2025-09-15,SKU0057,127,190,21.0,84
2025-09-22,SKU0057,143,223,21.0,84
2025-09-29,SKU0057,84,0,21.0,84
2025-10-06,SKU0057,87,267,21.0,84
2025-10-13,SKU0057,104,247,21.0,84
2025-10-20,SKU0057,87,153,21.0,84
2025-10-27,SKU0057,110,124,21.0,84
2025-11-03,SKU0057,95,0,21.0,84
2025-11-10,SKU0057,146,276,21.0,84
2025-11-17,SKU0057,91,0,21.0,84
2025-11-24,SKU0057,141,287,21.0,84
2025-12-01,SKU0057,131,269,21.0,84
2025-12-08,SKU0057,101,214,21.0,84
2025-12-15,SKU0057,92,285,21.0,84
2025-12-22,SKU0057,111,206,21.0,84
2025-12-29,SKU0057,95,270,21.0,84
2024-01-01,SKU0058,238,0,21.0,84
2024-01-08,SKU0058,217,0,21.0,84
2024-01-15,SKU0058,163,0,21.0,84
2024-01-22,SKU0058,141,0,21.0,84
2024-01-29,SKU0058,130,0,21.0,84
2024-02-05,SKU0058,102,216,21.0,84
2024-02-12,SKU0058,104,139,21.0,84
2024-02-19,SKU0058,132,238,21.0,84
2024-02-26,SKU0058,82,131,21.0,84
2024-03-04,SKU0058,125,235,21.0,84
2024-03-11,SKU0058,109,0,21.0,84
2024-03-18,SKU0058,90,0,21.0,84
2024-03-25,SKU0058,109,189,21.0,84
2024-04-01,SKU0058,121,134,21.0,84
2024-04-08,SKU0058,67,113,21.0,84
2024-04-15,SKU0058,69,233,21.0,84
2024-04-22,SKU0058,55,125,21.0,84
2024-04-29,SKU0058,63,210,21.0,84
2024-05-06,SKU0058,58,194,21.0,84
2024-05-13,SKU0058,73,245,21.0,84
2024-05-20,SKU0058,85,105,21.0,84
2024-05-27,SKU0058,72,130,21.0,84
2024-06-03,SKU0058,49,152,21.0,84
2024-06-10,SKU0058,90,291,21.0,84
2024-06-17,SKU0058,90,130,21.0,84
2024-06-24,SKU0058,138,241,21.0,84
2024-07-01,SKU0058,104,154,21.0,84
2024-07-08,SKU0058,90,243,21.0,84
2024-07-15,SKU0058,109,137,21.0,84
2024-07-22,SKU0058,121,163,21.0,84
2024-07-29,SKU0058,71,139,21.0,84
2024-08-05,SKU0058,138,278,21.0,84
2024-08-12,SKU0058,156,294,21.0,84
2024-08-19,SKU0058,98,0,21.0,84
2024-08-26,SKU0058,155,261,21.0,84
2024-09-02,SKU0058,131,0,21.0,84
2024-09-09,SKU0058,85,0,21.0,84
2024-09-16,SKU0058,43,123,21.0,84
2024-09-23,SKU0058,53,179,21.0,84
2024-09-30,SKU0058,55,184,21.0,84
2024-10-07,SKU0058,68,136,21.0,84
2024-10-14,SKU0058,95,298,21.0,84
2024-10-21,SKU0058,62,130,21.0,84
2024-10-28,SKU0058,73,108,21.0,84
2024-11-04,SKU0058,75,237,21.0,84
2024-11-11,SKU0058,81,273,21.0,84
2024-11-18,SKU0058,89,157,21.0,84
2024-11-25,SKU0058,38,128,21.0,84
2024-12-02,SKU0058,87,293,21.0,84
2024-12-09,SKU0058,74,123,21.0,84
2024-12-16,SKU0058,141,265,21.0,84
2024-12-23,SKU0058,123,0,21.0,84
2024-12-30,SKU0058,105,173,21.0,84
2025-01-06,SKU0058,92,0,21.0,84
2025-01-13,SKU0058,52,174,21.0,84
2025-01-20,SKU0058,80,177,21.0,84
2025-01-27,SKU0058,43,144,21.0,84
2025-02-03,SKU0058,81,225,21.0,84
2025-02-10,SKU0058,78,222,21.0,84
2025-02-17,SKU0058,96,155,21.0,84
2025-02-24,SKU0058,73,218,21.0,84
2025-03-03,SKU0058,108,278,21.0,84
2025-03-10,SKU0058,109,179,21.0,84
2025-03-17,SKU0058,77,173,21.0,84
2025-03-24,SKU0058,115,258,21.0,84
2025-03-31,SKU0058,143,286,21.0,84
2025-04-07,SKU0058,129,0,21.0,84
2025-04-14,SKU0058,118,0,21.0,84
2025-04-21,SKU0058,99,0,21.0,84
2025-04-28,SKU0058,87,180,21.0,84
2025-05-05,SKU0058,42,121,21.0,84
2025-05-12,SKU0058,99,285,21.0,84
2025-05-19,SKU0058,122,145,21.0,84
2025-05-26,SKU0058,141,227,21.0,84
2025-06-02,SKU0058,157,280,21.0,84
2025-06-09,SKU0058,121,0,21.0,84
2025-06-16,SKU0058,95,0,21.0,84
2025-06-23,SKU0058,87,180,21.0,84
2025-06-30,SKU0058,72,229,21.0,84
2025-07-07,SKU0058,82,156,21.0,84
2025-07-14,SKU0058,74,248,21.0,84
2025-07-21,SKU0058,81,272,21.0,84
2025-07-28,SKU0058,98,291,21.0,84
2025-08-04,SKU0058,91,121,21.0,84
2025-08-11,SKU0058,57,117,21.0,84
2025-08-18,SKU0058,89,295,21.0,84
2025-08-25,SKU0058,124,206,21.0,84
2025-09-01,SKU0058,104,181,21.0,84
2025-09-08,SKU0058,93,184,21.0,84
2025-09-15,SKU0058,104,189,21.0,84
2025-09-22,SKU0058,134,236,21.0,84
2025-09-29,SKU0058,105,149,21.0,84
2025-10-06,SKU0058,119,230,21.0,84
2025-10-13,SKU0058,80,183,21.0,84
2025-10-20,SKU0058,127,286,21.0,84
2025-10-27,SKU0058,116,0,21.0,84
2025-11-03,SKU0058,160,273,21.0,84
2025-11-10,SKU0058,142,0,21.0,84
2025-11-17,SKU0058,115,0,21.0,84
2025-11-24,SKU0058,113,144,21.0,84
2025-12-01,SKU0058,143,276,21.0,84
2025-12-08,SKU0058,86,0,21.0,84
2025-12-15,SKU0058,127,274,21.0,84
2025-12-22,SKU0058,88,181,21.0,84
2025-12-29,SKU0058,65,212,21.0,84
2024-10-28,SKU0059,162,0,14.0,57
2024-11-04,SKU0059,66,0,14.0,57
2024-11-11,SKU0059,93,122,14.0,57
2024-11-18,SKU0059,83,197,14.0,57
2024-11-25,SKU0059,71,138,14.0,57
2024-12-02,SKU0059,56,188,14.0,57
2024-12-09,SKU0059,72,156,14.0,57
2024-12-16,SKU0059,110,281,14.0,57
2024-12-23,SKU0059,66,139,14.0,57
2024-12-30,SKU0059,63,212,14.0,57
2025-01-06,SKU0059,78,261,14.0,57
2025-01-13,SKU0059,88,271,14.0,57
2025-01-20,SKU0059,68,228,14.0,57
2025-01-27,SKU0059,73,202,14.0,57
2025-02-03,SKU0059,41,137,14.0,57
2025-02-10,SKU0059,84,200,14.0,57
2025-02-17,SKU0059,56,153,14.0,57
2025-02-24,SKU0059,104,215,14.0,57
2025-03-03,SKU0059,86,219,14.0,57
2025-03-10,SKU0059,89,299,14.0,57
2025-03-17,SKU0059,137,279,14.0,57
2025-03-24,SKU0059,97,0,14.0,57
2025-03-31,SKU0059,93,193,14.0,57
2025-04-07,SKU0059,67,178,14.0,57
2025-04-14,SKU0059,30,102,14.0,57
