sku_id,demand_over_horizon,avg_weekly_demand,on_hand_units,on_order_units,lead_time_days,reorder_point,unit_cost,list_price,category,lead_time_weeks,demand_over_lead_time,available_stock,stockout_risk,overstock_risk,risk_quadrant,recommended_action,shortage_units,excess_units,rupee_at_risk_stockout,rupee_locked_overstock,rupee_value_at_stake
SKU0109,665.8582171319415,110.97636952199025,96.0,292.0,21.0,26.0,2537.51,4185.99,Furniture,3.0,332.92910856597075,388.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0105,924.9434707929036,154.1572451321506,75.0,209.0,21.0,85.0,3580.9,6713.94,Lighting,3.0,462.4717353964518,284.0,0.38590841717809565,0.0,Healthy,No action needed; leave as is.,178.47173539645178,0.0,1198248.5231476533,0.0,0.0
SKU0106,267.0005633487169,44.50009389145282,118.0,250.0,14.0,129.0,2827.33,4150.21,Lighting,2.0,89.00018778290564,368.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0112,147.10268239448268,24.51711373241378,72.0,180.0,21.0,100.0,1193.19,1813.49,Decor,3.0,73.55134119724134,252.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0111,636.1006592685418,106.01677654475696,74.0,212.0,7.0,79.0,2837.92,5342.35,Decor,1.0,106.01677654475696,286.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0115,465.23175785113506,77.53862630852251,61.0,206.0,14.0,37.0,3951.01,6066.28,Decor,2.0,155.07725261704502,267.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0116,941.2291841064656,156.87153068441094,55.0,107.0,14.0,53.0,3342.28,6391.02,Small Appliances,2.0,313.7430613688219,162.0,0.4836539195696817,0.0,Healthy,No action needed; leave as is.,151.74306136882188,0.0,969792.9400693681,0.0,0.0
SKU0117,967.169053774635,161.1948422957725,82.0,275.0,14.0,87.0,1202.62,1744.69,Furniture,2.0,322.389684591545,357.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0110,198.21426895727276,33.0357114928788,142.0,151.0,21.0,128.0,1033.17,1693.72,Furniture,3.0,99.1071344786364,293.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0107,803.7710335925616,133.9618389320936,74.0,243.0,14.0,43.0,1899.98,3733.09,Furniture,2.0,267.9236778641872,317.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0108,706.2795657345279,117.71326095575465,51.0,167.0,14.0,86.0,3673.73,8313.03,Small Appliances,2.0,235.4265219115093,218.0,0.07402106512901496,0.0,Healthy,No action needed; leave as is.,17.426521911509298,0.0,144867.19944603415,0.0,0.0
SKU0120,148.0278104908117,24.67130174846862,123.0,285.0,30.0,112.0,1207.72,1916.05,Decor,4.285714285714286,105.7341503505798,408.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0119,783.2311143020671,130.53851905034452,107.0,234.0,7.0,129.0,3421.14,5551.19,Small Appliances,1.0,130.53851905034452,341.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0118,284.3105507522389,47.385091792039816,148.0,172.0,7.0,123.0,3037.16,6748.11,Lighting,1.0,47.385091792039816,320.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0122,465.33819123639495,77.55636520606582,60.0,183.0,30.0,39.0,1334.94,2849.76,Small Appliances,4.285714285714286,332.38442231171064,243.0,0.2689188069947688,0.0,Healthy,No action needed; leave as is.,89.38442231171064,0.0,254724.15132702052,0.0,0.0
SKU0123,475.6314042463519,79.27190070772532,114.0,201.0,14.0,122.0,1703.41,2590.23,Lighting,2.0,158.54380141545064,315.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0126,847.0425317222833,141.17375528704721,70.0,157.0,14.0,70.0,2257.67,4076.94,Decor,2.0,282.34751057409443,227.0,0.1960262035303831,0.0,Healthy,No action needed; leave as is.,55.34751057409443,0.0,225648.47975994853,0.0,0.0
SKU0127,799.8036503737127,133.30060839561878,165.0,247.0,14.0,132.0,3470.1,7823.58,Lighting,2.0,266.60121679123756,412.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0128,446.6140677303864,74.4356779550644,120.0,0.0,7.0,96.0,3110.33,4539.88,Furniture,1.0,74.4356779550644,120.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0095,175.7090082994674,29.2848347165779,53.0,177.0,30.0,84.0,1501.02,2259.58,Furniture,4.285714285714286,125.50643449961957,230.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0094,155.56363622139932,25.927272703566555,50.0,0.0,7.0,46.0,3900.86,8957.69,Textiles,1.0,25.927272703566555,50.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0099,524.542424194113,87.4237373656855,170.0,116.0,30.0,141.0,3946.1,8200.16,Lighting,4.285714285714286,374.6731601386521,286.0,0.2366680338293717,0.0,Healthy,No action needed; leave as is.,88.67316013865212,0.0,727134.1008425696,0.0,0.0
SKU0084,512.3486934235898,85.39144890393163,44.0,149.0,7.0,20.0,1461.4,2388.84,Decor,1.0,85.39144890393163,193.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0077,817.2935979280227,136.21559965467046,65.0,192.0,7.0,30.0,2595.11,3738.97,Small Appliances,1.0,136.21559965467046,257.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0078,97.4233548537787,16.237225808963117,101.0,162.0,7.0,126.0,2079.0,3919.83,Decor,1.0,16.237225808963117,263.0,0.0,0.03541232818040887,Healthy,No action needed; leave as is.,0.0,3.5766451462212956,0.0,7435.845258994073,0.0
SKU0079,336.41281092191787,56.06880182031964,122.0,0.0,14.0,96.0,2623.31,3735.23,Small Appliances,2.0,112.13760364063928,122.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0080,328.4067119813714,54.73445199689524,53.0,178.0,14.0,36.0,2757.1,5282.69,Small Appliances,2.0,109.46890399379048,231.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0136,506.7242842719165,84.45404737865275,82.0,0.0,7.0,61.0,754.36,1312.25,Small Appliances,1.0,84.45404737865275,82.0,0.02905778295799059,0.0,Healthy,No action needed; leave as is.,2.4540473786527457,0.0,3220.3236726370656,0.0,0.0
SKU0135,327.02194682453813,54.50365780408969,162.0,156.0,7.0,144.0,301.35,638.7,Furniture,1.0,54.50365780408969,318.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0134,484.9211877954452,80.82019796590752,94.0,0.0,14.0,37.0,1520.57,3352.55,Furniture,2.0,161.64039593181505,94.0,0.41846220149292307,0.0,Healthy,No action needed; leave as is.,67.64039593181505,0.0,226767.80938120655,0.0,0.0
SKU0133,897.8797568875456,149.64662614792425,111.0,285.0,14.0,139.0,1222.57,1906.36,Furniture,2.0,299.2932522958485,396.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0132,208.50682698900314,34.75113783150052,139.0,0.0,14.0,115.0,3896.47,7565.94,Lighting,2.0,69.50227566300104,139.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0131,431.9074630830004,71.98457718050007,116.0,260.0,7.0,102.0,850.24,1454.85,Decor,1.0,71.98457718050007,376.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0130,117.93026011532545,19.65504335255424,75.0,157.0,7.0,118.0,1921.46,3701.29,Furniture,1.0,19.65504335255424,232.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0129,681.4204388973477,113.57007314955796,118.0,245.0,14.0,136.0,1415.69,2789.0,Furniture,2.0,227.1401462991159,363.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0143,622.475928563344,103.74598809389067,84.0,282.0,14.0,39.0,2435.33,4897.92,Small Appliances,2.0,207.49197618778135,366.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0146,790.8873238099062,131.8145539683177,90.0,120.0,14.0,142.0,1090.76,2016.19,Decor,2.0,263.6291079366354,210.0,0.20342635286512234,0.0,Healthy,No action needed; leave as is.,53.62910793663542,0.0,108126.47113076497,0.0,0.0
SKU0147,726.0494041296752,121.00823402161252,109.0,263.0,21.0,100.0,541.86,833.15,Decor,3.0,363.0247020648376,372.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0137,951.6170927958227,158.60284879930379,76.0,256.0,14.0,55.0,3030.8,4746.44,Furniture,2.0,317.20569759860757,332.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0140,619.672882982429,103.27881383040483,77.0,257.0,7.0,123.0,3036.02,4333.69,Textiles,1.0,103.27881383040483,334.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0139,86.09605796884497,14.349342994807495,153.0,297.0,30.0,127.0,291.23,473.89,Small Appliances,4.285714285714286,61.49718426346069,450.0,0.0,0.43728066687029427,Healthy,No action needed; leave as is.,0.0,66.90394203115503,0.0,19484.43503773328,0.0
SKU0141,332.54627637489614,55.424379395816025,107.0,298.0,14.0,112.0,1083.51,1779.47,Lighting,2.0,110.84875879163205,405.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0138,591.8754501013682,98.64590835022803,113.0,269.0,14.0,36.0,1059.05,2207.02,Furniture,2.0,197.29181670045605,382.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0153,300.34790312902635,50.05798385483772,43.0,144.0,14.0,84.0,1787.93,3319.92,Furniture,2.0,100.11596770967545,187.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0154,430.3119920627216,71.71866534378692,70.0,235.0,14.0,40.0,3105.95,4592.34,Furniture,2.0,143.43733068757385,305.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0155,484.8468415996193,80.80780693326989,133.0,158.0,14.0,134.0,2200.47,3183.29,Small Appliances,2.0,161.61561386653977,291.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0156,226.50226761188657,37.750377935314425,72.0,216.0,14.0,109.0,2263.35,3579.62,Decor,2.0,75.50075587062885,288.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0157,298.857450769538,49.809575128256334,67.0,134.0,21.0,43.0,2773.79,5781.15,Small Appliances,3.0,149.428725384769,201.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0158,305.8098054927407,50.96830091545678,117.0,129.0,14.0,121.0,3208.01,4799.28,Small Appliances,2.0,101.93660183091356,246.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0159,117.45422404131543,19.575704006885903,87.0,291.0,14.0,39.0,2963.84,6652.36,Lighting,2.0,39.15140801377181,378.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0160,368.39286875605296,61.39881145934216,141.0,0.0,21.0,100.0,2928.15,4226.16,Furniture,3.0,184.19643437802648,141.0,0.23451286950199268,0.0,Healthy,No action needed; leave as is.,43.19643437802648,0.0,182555.04311104037,0.0,0.0
SKU0161,114.95541989249863,19.159236648749772,180.0,208.0,14.0,138.0,926.27,1433.21,Textiles,2.0,38.318473297499544,388.0,0.0,0.3613587783750076,Healthy,No action needed; leave as is.,0.0,65.04458010750137,0.0,60248.8432161753,0.0
SKU0162,817.876848250374,136.312808041729,110.0,246.0,30.0,58.0,2589.97,5742.17,Furniture,4.285714285714286,584.1977487502671,356.0,0.3906173025117512,0.0,Healthy,No action needed; leave as is.,228.19774875026712,0.0,1310350.2669413213,0.0,0.0
SKU0163,199.24306370163117,33.2071772836052,36.0,0.0,14.0,23.0,3293.91,5913.3,Decor,2.0,66.4143545672104,36.0,0.4579485077496537,0.0,Healthy,No action needed; leave as is.,30.414354567210395,0.0,179849.20286228522,0.0,0.0
SKU0148,509.70303072982847,84.95050512163807,101.0,283.0,14.0,78.0,488.37,1037.92,Furniture,2.0,169.90101024327615,384.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0149,243.33116883360884,40.555194805601474,105.0,241.0,14.0,127.0,2169.37,3838.39,Furniture,2.0,81.11038961120295,346.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0150,310.07426740465417,51.67904456744236,54.0,180.0,7.0,37.0,2367.59,5269.44,Lighting,1.0,51.67904456744236,234.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0151,1016.6803846752624,169.4467307792104,86.0,192.0,14.0,50.0,807.92,1617.28,Furniture,2.0,338.8934615584208,278.0,0.17968319978319672,0.0,Healthy,No action needed; leave as is.,60.893461558420825,0.0,98481.77750920283,0.0,0.0
SKU0152,514.4453665211953,85.74089442019921,79.0,116.0,7.0,115.0,1984.99,4277.11,Lighting,1.0,85.74089442019921,195.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0168,495.4386974925379,82.57311624875632,130.0,296.0,7.0,94.0,3991.12,8290.21,Small Appliances,1.0,82.57311624875632,426.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0167,1395.6213256957385,232.6035542826231,95.0,169.0,14.0,128.0,3207.0,6279.52,Textiles,2.0,465.2071085652462,264.0,0.43251082122496526,0.0,Healthy,No action needed; leave as is.,201.2071085652462,0.0,1263484.062377635,0.0,0.0
SKU0166,873.9168820944691,145.6528136824115,104.0,278.0,14.0,58.0,1811.38,3078.5,Lighting,2.0,291.305627364823,382.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0165,922.7310861694829,153.78851436158047,132.0,127.0,21.0,124.0,1627.98,3075.58,Small Appliances,3.0,461.3655430847414,259.0,0.4386230097109178,0.0,Healthy,No action needed; leave as is.,202.36554308474138,0.0,622391.4170005688,0.0,0.0
SKU0164,1318.6984122003323,219.7830687000554,144.0,271.0,21.0,73.0,2228.16,3999.26,Decor,3.0,659.3492061001662,415.0,0.3705914920947754,0.0,Healthy,No action needed; leave as is.,244.34920610016616,0.0,977216.0059881506,0.0,0.0
SKU0169,429.1724180144747,71.52873633574579,62.0,127.0,21.0,53.0,279.1,533.89,Textiles,3.0,214.58620900723736,189.0,0.11923510427631634,0.0,Healthy,No action needed; leave as is.,25.586209007237358,0.0,13660.221126873952,0.0,0.0
SKU0171,183.1482225727063,30.524703762117714,163.0,262.0,14.0,124.0,1679.56,3556.58,Decor,2.0,61.04940752423543,425.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0170,392.372103229795,65.39535053829917,138.0,250.0,7.0,65.0,546.23,1028.46,Textiles,1.0,65.39535053829917,388.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0176,474.37274428614967,79.06212404769161,36.0,123.0,14.0,23.0,2432.91,3629.88,Small Appliances,2.0,158.12424809538322,159.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0177,281.97112601806595,46.995187669677655,195.0,279.0,7.0,132.0,2872.87,4416.42,Lighting,1.0,46.995187669677655,474.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0179,153.53886210088496,25.58981035014749,76.0,255.0,21.0,121.0,585.97,1339.74,Textiles,3.0,76.76943105044248,331.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0178,522.4076194358153,87.06793657263587,119.0,274.0,14.0,130.0,447.69,668.77,Small Appliances,2.0,174.13587314527174,393.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0173,795.3990774075363,132.56651290125606,60.0,203.0,7.0,75.0,1119.43,1915.49,Small Appliances,1.0,132.56651290125606,263.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0174,291.88147541271786,48.64691256878631,156.0,297.0,21.0,111.0,1025.3,1826.3,Furniture,3.0,145.94073770635893,453.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0175,894.6528581743194,149.10880969571988,171.0,0.0,14.0,142.0,2406.98,4465.67,Decor,2.0,298.21761939143977,171.0,0.426593236345483,0.0,Healthy,No action needed; leave as is.,127.21761939143977,0.0,568111.9063877709,0.0,0.0
SKU0172,578.3864763850063,96.39774606416772,74.0,150.0,14.0,43.0,3121.75,4404.74,Furniture,2.0,192.79549212833544,224.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0183,1135.209481347736,189.2015802246227,93.0,268.0,14.0,149.0,1485.77,3066.26,Lighting,2.0,378.4031604492454,361.0,0.04599105469569575,0.0,Healthy,No action needed; leave as is.,17.403160449245377,0.0,53362.61475910313,0.0,0.0
SKU0182,849.0498144168845,141.50830240281408,63.0,117.0,7.0,114.0,589.93,1045.98,Textiles,1.0,141.50830240281408,180.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0181,1385.3080081906785,230.88466803177974,161.0,205.0,7.0,110.0,360.83,614.02,Furniture,1.0,230.88466803177974,366.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0180,338.0347387702045,56.33912312836742,41.0,117.0,7.0,130.0,1428.76,2400.75,Textiles,1.0,56.33912312836742,158.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0185,794.6279374027238,132.43798956712064,55.0,184.0,14.0,128.0,3672.16,6338.72,Small Appliances,2.0,264.8759791342413,239.0,0.09769092395172278,0.0,Healthy,No action needed; leave as is.,25.875979134241277,0.0,164020.58645779788,0.0,0.0
SKU0186,244.9432505279152,40.82387508798587,58.0,196.0,21.0,41.0,968.82,1805.55,Small Appliances,3.0,122.4716252639576,254.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0187,439.4836689222139,73.24727815370231,50.0,126.0,21.0,104.0,1746.3,2578.96,Lighting,3.0,219.74183446110692,176.0,0.19906011328420478,0.0,Healthy,No action needed; leave as is.,43.74183446110692,0.0,112808.44140181631,0.0,0.0
SKU0188,1339.4149275182629,223.2358212530438,60.0,202.0,7.0,45.0,1343.26,2360.9,Lighting,1.0,223.2358212530438,262.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0192,96.22136875228682,16.036894792047804,72.0,136.0,14.0,115.0,1437.3,2109.89,Small Appliances,2.0,32.07378958409561,208.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0191,323.37130745949025,53.89521790991504,188.0,230.0,7.0,124.0,1846.94,3251.88,Textiles,1.0,53.89521790991504,418.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0190,1203.2682744986944,200.54471241644907,63.0,212.0,14.0,60.0,2411.7,4014.61,Furniture,2.0,401.08942483289815,275.0,0.31436736305234053,0.0,Healthy,No action needed; leave as is.,126.08942483289815,0.0,506199.86582840123,0.0,0.0
SKU0189,965.2127432777098,160.86879054628497,61.0,206.0,14.0,73.0,939.79,1476.99,Decor,2.0,321.73758109256994,267.0,0.17013113888246992,0.0,Healthy,No action needed; leave as is.,54.73758109256994,0.0,80846.85989791488,0.0,0.0
SKU0195,172.9180329743287,28.819672162388116,115.0,259.0,7.0,92.0,2736.79,3880.06,Small Appliances,1.0,28.819672162388116,374.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0194,656.4659835850564,109.41099726417606,41.0,139.0,21.0,44.0,3487.93,6163.82,Furniture,3.0,328.2329917925282,180.0,0.45160905667345086,0.0,Healthy,No action needed; leave as is.,148.2329917925282,0.0,913681.4794706211,0.0,0.0
SKU0198,809.3518506773963,134.8919751128994,90.0,291.0,14.0,23.0,693.17,1223.97,Textiles,2.0,269.7839502257988,381.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0200,187.5085206560243,31.251420109337385,46.0,155.0,7.0,36.0,2625.26,5338.6,Furniture,1.0,31.251420109337385,201.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
